title,summary,platformList,criticsScore,developers,genres,publishers,releaseDate,themes,gameMins,dlcs,backgroundImage,squareIcon,verticalCover
Horizon Chase Turbo,"Horizon Chase Turbo is a standalone homage to classic 16-bit racers that defined a generation of high-speed, frenetic arcade fun. The game ignites an instant blast of nostalgia with catchy contemporary chiptune music, split screen multiplayer and retro design with modern gameplay.","['Humble Bundle', 'Steam']",82,['Aquiris Game Studio'],"['Indie', 'Racing', 'Sport']",['Aquiris Game Studio'],2018-05-15,['Action'],305,,https://images.gog.com/2f3925bf0d1888b1c23c11977989df702f08199f3b3bef785ca723859aa531bb_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/9d11d39af4802139228003be3f2d6bba128b2df8bad3755b61c96bea656025a4_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/8733eeacd2fc5c666bfa79c16082cbd822a2715c816831b93cecdd40b32a3ac9_glx_vertical_cover.webp?namespace=gamesdb
Hue,"Hue is a stark puzzle platformer where you shift the hue of the world, creating rifts when colours collide.\n\nIn this world, everyone sees in grayscale. Anne, a researcher specialising in colour theory, has created a mysterious ring which grants the ability to perceive and alter colour. After a fracas with her research assistant, she disappears into a coloured void. You play as Hue, Anne’s son, as he discovers fragments of his missing mother’s research and learns to perceive and alter colour for the first time.",['Epic Games Store'],78,['Fiddlesticks'],"['Adventure', 'Indie', 'Platform', 'Puzzle']",['Curve Digital'],2016-08-30,,,,https://images.gog.com/e022d8a8d6bb3bf2b922302c8eecdf2282e7ecac36448344af5bcde091caa358_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/ba44e7c8eac6f2831949decc77b6c924ded189572cb0a5a5599f1a7eaa821592_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/a3886115e4c295f35b180531cf853c3e76c734ebcc42f348f16b8cd6ad5b3e18_glx_vertical_cover.webp?namespace=gamesdb
Hyper Light Drifter,"Hyper Light Drifter is a 2D Action RPG in the vein of the best 8-bit and 16-bit classics, and is considered a combination of The Legend of Zelda: A Link to the Past and Diablo.",['Epic Games Store'],89,['Heart Machine'],"['Adventure', 'Indie', 'Platform', 'Role-playing (RPG)']",['Heart Machine'],2016-03-31,"['Action', 'Fantasy', 'Science fiction']",,,https://images.gog.com/d8af981eba00c49e87d65ae71c8f37c4523fced71ee5adc54f6be473e7cf12b8_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/3d3b3146cd4aaa66f25c5ff4466bfac4078c8afbde02d5dbd0f1f989cacd659c_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/3ba62c3c43bab3cc7efb11d4bc73e27055d8ed2ad690c0d548136d042979dc2b_glx_vertical_cover.webp?namespace=gamesdb
I Am Alive,"I Am Alive casts the player as a lone survivor in a believable, dark and insecure post-apocalyptic world.",['Steam'],69,"['Darkworks', 'Ubisoft Shanghai']","['Adventure', 'Platform']",['Ubisoft Entertainment'],2012-09-06,"['Action', 'Fantasy', 'Historical', 'Horror', 'Survival']",,,https://images.gog.com/311d224a6af35d73e058d1b5f4cb170b9201caa830c1df0132982cd5ad9eebd6_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/04bf92bba16868c32b779adedf18ec1c61c0d26f003c0fe158783e1b8c4a150c_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/04bf92bba16868c32b779adedf18ec1c61c0d26f003c0fe158783e1b8c4a150c_glx_vertical_cover.webp?namespace=gamesdb
I Expect You To Die,"I Expect You To Die is a virtual reality puzzle game that places you in the well-polished shoes of an elite secret agent. You must attempt to survive deadly situations in immersive, dangerous locales.",['Steam'],80,['Schell Games'],"['Adventure', 'Indie', 'Puzzle']",['Schell Games'],2016-12-06,,41,,https://images.gog.com/230e518746e92afdb873a846b4f1e243f755d9f384d4b41de0216c941d018f0d_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/18923079a5c073027a2c612a2b6f083bca9c85a0a676e824ca43673e30e1cfde_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/c8b9d694c08d35e4ab0efdeade0b28f1d92f0e500f3b6e29457b1ede8c2cea35_glx_vertical_cover.webp?namespace=gamesdb
I'm Not a Monster: First Contact,The informed minority Vs. the uninformed majority: а turn-based tactical multiplayer in a retro sci-fi setting with randomly assigned roles and Mafia/Werewolf party game features. Check the full description for more details!,"['Humble Bundle', 'Steam']",,['Cheerdealers'],"['Indie', 'Role-playing (RPG)', 'Strategy']",['Alawar Premium'],2018-09-27,,,,https://images.gog.com/5da8d2fd482170840dcf3110d4088d7cd5e69d5cb0625bc40a4061af4b9c9b3d_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/454137407db279beb87ed9eb20b2493da0564d2f4fa7aa9643cb0d96215fc145_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/a887ba208c7d54455b6721316f307aa297eb0f2b0d5979abed49801cb53ac4b4_glx_vertical_cover.webp?namespace=gamesdb
Ikenfell Sneak Peek,"A turn-based tactical RPG about a group of troublesome magic students. Use timing mechanics to power your spells and block attacks, explore the twisted halls of a vast magic school, fight challenging monsters and bosses, and uncover dark secrets never meant to be found.",['Humble Bundle'],,,"['Indie', 'Role-playing (RPG)']",,2020-12-31,['Fantasy'],,,,,
Immortal Redneck,"""Lost.\n\nFurious.\n\nImmortal!\n\nWhen a redneck awakes bandaged in the Ancient Egypt with the only company of his most beloved weapons… The bloodbath starts! Use a ton of different weapons to kill bizarre enemies (from blue dinosaurs to flying skulls) and finish off some of the biggest bosses you’ve ever seen!!\n\nUnleash the power of the Gods! Receive the blessing of Apis, Sekhmet and more: each one will give you its own weapons and abilities. Also, you can get new skills in the scrolls that you’ll find in the dungeons… And buy new ones in the skill tree!\n\nEach time you play, the game will be DIFFERENT! Procedural dungeons filled with bad monsters wait for you to enter and discover the secrets of the Ancient Pyramids of Egypt.\n\nBlood, bullets, evil monsters, big bosses and a ton of fun: Take your gun and let the craziness begin!""","['Humble Bundle', 'Steam']",80,['CremaGames'],"['Arcade', 'Indie', 'Shooter']",['CremaGames'],2017-04-25,"['Action', 'Fantasy']",,,https://images.gog.com/b15dbf73a2de6300ea9ab7d2796bc7d23629255a5cfbd3b2f0b1176f85fcba47_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/eeaca05d13b6601f76358c8ca93da1eae7aaff7ba22fd1a5e2dcf3bb3bf46769_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/eeaca05d13b6601f76358c8ca93da1eae7aaff7ba22fd1a5e2dcf3bb3bf46769_glx_vertical_cover.webp?namespace=gamesdb
Indiana Jones® and the Fate of Atlantis™,"A point-and-click adventure game by LucasArts originally released in 1992. Almost a year later, it was reissued on CD-ROM as an enhanced ""talkie"" edition with full voice acting and digitized sound effects. In 2009, this version was also released as an unlockable extra of the Wii action game Indiana Jones and the Staff of Kings, and as a digitally distributed Steam title. The seventh game to use the script language SCUMM, Fate of Atlantis has the player explore environments and interact with objects and characters by using commands constructed with predetermined verbs. It features three unique paths to select, influencing story development, gameplay and puzzles.",['Humble Bundle'],,['LucasArts'],"['Adventure', 'Point-and-click', 'Puzzle']","['LucasArts', 'U.S. Gold']",1992-06-01,"['Action', 'Comedy', 'Fantasy', 'Historical', 'Thriller']",,,https://images.gog.com/7af1ebd0d7a7a7e6e54a8c4229442f3226cdfa0d52b096a167065ddcc89039ab_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/879636e36aa4336a0cae7d7bca407f795848bdc10f3e01077bba9eb10c56cbaf_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/879636e36aa4336a0cae7d7bca407f795848bdc10f3e01077bba9eb10c56cbaf_glx_vertical_cover.webp?namespace=gamesdb
Indie Game: The Movie,,['Steam'],,,,,2020-09-16,,188,,,,
Infinifactory,"Infinifactory is a sandbox puzzle game by Zachtronics, the creators of SpaceChem and Infiniminer. Build factories that assemble products for your alien overlords, and try not to die in the process.\n\nLIKE SPACECHEM… IN 3D! Design and run factories in a first-person, fully 3D environment.\nHISTOGRAMS ARE BACK! Optimize your solutions, and then optimize them more when you see how much better your friends did.\nVISIT EXOTIC ALIEN LOCALES! Explore a story-driven campaign with 30+ puzzles, audio logs, and more.\nBLOCKS THAT MOVE! Go beyond the campaign and push the limits of Infinifactory’s next-generation block engine in the sandbox.\nSTEAM WORKSHOP INTEGRATION! Create, share, and play custom puzzles on Steam Workshop.",['Steam'],75,['Zachtronics'],"['Indie', 'Puzzle', 'Simulator']",['Zachtronics'],2015-06-30,['Science fiction'],,,https://images.gog.com/964afd563200af1325c2d45474de2d1f59e26ee860c409542be86b628f2097bc_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/bdc260c80c09dd85f2ae5e25242cbec682e9417ee50ac29e2ab0ac5d0621b63e_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/bdc260c80c09dd85f2ae5e25242cbec682e9417ee50ac29e2ab0ac5d0621b63e_glx_vertical_cover.webp?namespace=gamesdb
Influent,"Inspired by Dreamcast titles of old (namely Shenmue and Toy Commander) Influent immerses players in a fully interactive 3D environment where the names for absolutely every object in the game can be gleaned with a single click! In fact, even more information can be learned with a double-click! Every door, drawer, and cabinet can be opened with a right-click here and a right-click there, revealing more and more things to be learned! Packed to the brim with hundreds of native audio pronunciations (painstakingly recorded specifically for this game), Influent offers players a unique opportunity to enjoy learning both vocabulary and pronunciation in the language of their choice.\n\nWith 10 languages currently available for download, Influent combines the joys of playing a video game with the language learning process, resulting in real-life rewards and achievements that will remain with players for the rest of their lives.\n\nInfluent is a Language Learning Game focusing primarily on vocabulary acquisition and pronunciation. It was initially developed in Japan at the University of Tsukuba's Entertainment Computing Laboratory under the Monbukagakusho Government Research Scholarship.\n\nAfter research funding ran out, further funding from a wildly successful Kickstarter Campaign allowed for the completion of the game. A research paper on the ideas surrounding the game and its applications was published by the Information Processing Society of Japan (IPSJ), which can be viewed in its entirety here.",['Steam'],,['Three Flip Studios'],"['Indie', 'Simulator', 'Strategy']",['Rob Howland'],2014-02-04,['Educational'],,,https://images.gog.com/ac8e17641b45da543c9166533f965be9090102c681a8ecb1b180be8030789d44_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/10fa2268813262a32c5b524fc78709294357273820f6f23f471a0dd81c373f80_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/10fa2268813262a32c5b524fc78709294357273820f6f23f471a0dd81c373f80_glx_vertical_cover.webp?namespace=gamesdb
InnerSpace,"InnerSpace is an exploration flying game set in a world where physics are inverted. Take the role of an unnamed Cartographer to explore the Inverse, a collection of worlds where the Ancients once lived. Collect relics, and encounter each world's mythical demigod, in a quest to discover the secrets of the Inverse, its history, and its future.",['Epic Games Store'],61,['PolyKnight Games'],"['Adventure', 'Indie', 'Simulator']",['Aspyr Media'],2018-01-16,,,,https://images.gog.com/205a1273b49eb21ea73a5e0ea76f5608c941d0bc27ee463c706702ba86d8c274_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/ceb33ff6cdc294f42146b7302f555cc78bc579ff5682baab72683579daff6ca4_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/ceb33ff6cdc294f42146b7302f555cc78bc579ff5682baab72683579daff6ca4_glx_vertical_cover.webp?namespace=gamesdb
Inside,"Inside is a first person horror game. Developed by 9ine and released on Jul 29th, 2012",['Epic Games Store'],92,['Playdead'],"['Adventure', 'Indie', 'Platform', 'Puzzle']",['Playdead'],2016-06-29,"['Action', 'Drama', 'Horror', 'Science fiction']",,,https://images.gog.com/4e48e1d529c827dd168e8c4263152092756beea147c73de538d309030c36227f_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/93683b4fc5bb56f2a024cbaa26cfc0719efb80e3c6f733afb4f8aeb85e9f31a4_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/9f67ba4b2274830429157cd64de7a3d9a5e4a428e4506a58c1c320a8c12ac511_glx_vertical_cover.webp?namespace=gamesdb
Interkosmos,"Interkosmos is a challenging mini-adventure of astronomical proportions - in VR! Brace yourself for a rush of hectic gameplay to test your inner astronaut, and a comedic story full of twists, international intrigues and Cold War absurdities.",['Steam'],90,['Ovid Works'],"['Adventure', 'Indie', 'Puzzle', 'Simulator']",['Ovid Works'],2017-04-25,"['Action', 'Comedy', 'Fantasy', 'Historical', 'Science fiction']",,,https://images.gog.com/65eee9a7fef6b58b61d4d5fff899bb3500a05576cc2701db57c4fb699b529c10_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/58e9e6e8e4257f611ca1330f800d64e18840b910e213a9b029d9012060cdbd22_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/58e9e6e8e4257f611ca1330f800d64e18840b910e213a9b029d9012060cdbd22_glx_vertical_cover.webp?namespace=gamesdb
Interstate '76 Nitro Pack,"Being a stand-alone expansion, the Nitro Pack (also known as Nitro Riders) depicts various events set prior to the story of Interstate '76, adding new missions, new vehicles, and new weapons.",['GOG'],,['Activision'],['Shooter'],['Activision'],1998-02-28,"['Action', 'Fantasy']",15,,https://images.gog.com/9106716d8ce66f9a8d7e54c44b30cf24b329dccff1591e9439a17cf13eb5f0e8_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/981a93b1490e7e4bcd94e9e4669f4aebd6f2377ba1e05c3172616021fb5dabb0_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/981a93b1490e7e4bcd94e9e4669f4aebd6f2377ba1e05c3172616021fb5dabb0_glx_vertical_cover.webp?namespace=gamesdb
Interstate '76,"It's 1976 - a different '76. Stretched out before you are thousands of miles of desert - the American Southwest. The massive engine roars as you slam down the accelerator. It's time to get funked up. You are Groove Champion, auto-vigilante. Your agenda: Payback for your dead sister. Your weapon: A 425-horsepower '72 Picard Piranha with two 50-caliber M60 machine guns on top and a flame-thrower on the side. You're one mean dude in an even meaner ride. They've messed with the wrong Champion.",['GOG'],,['Activision'],['Shooter'],['Activision'],1998-02-28,"['Action', 'Fantasy']",32,,https://images.gog.com/452cf506433e355f87d9c32510f396cef8a34bbfaf3d260b93c0fbee3078024f_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/09cc09e42c3fea908ccbe5767e29d19243de62703186492cc350e1770c9f3221_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/09cc09e42c3fea908ccbe5767e29d19243de62703186492cc350e1770c9f3221_glx_vertical_cover.webp?namespace=gamesdb
